TargetCode,HostCode,Amount
URY, DNK ,177611.6331
BLZ, ESP ,177453.4416
GUY, LCA ,177240.6497
DEU, LKA ,177232.6276
TUR, ITA ,176942.3227
POL, HUN ,176777.8265
JAM, FIN ,176639.99
GTM, CHL ,176536.3347
SAU, CPV ,176484.2295
BHR, ESP ,176119.2052
VGB, NOR ,175927.9808
NAM, PRT ,175893.0656
CZE, LTU ,175765.6017
MEX, CUB ,175544.3014
SWZ, AND ,175529.859
COM, CAN ,174609.3589
GNB, CAN ,174609.3589
DEU, HND ,174591.7987
LUX, ECU ,174363.007
UGA, COL ,174260.8358
SLV, CHL ,174233.6869
POL, ABW ,173938.3232
ABW, VEN ,173521.1404
UGA, DOM ,173316.5463
ALB, FIN ,173035.0922
LBR, FIN ,173035.0922
SAU, FIN ,173035.0922
JPN, SVK ,172824.2855
BRA, TUR ,172660.1402
ALB, CZE ,172618.9884
URY, CZE ,172618.9884
JAM, VGB ,172618.2667
USA, PAN ,172340.5092
CMR, MRT ,172314.8953
MNP, CYP ,171866.1178
FJI, IND ,171782.3972
NIC, SDN ,171472.2111
SMR, USA ,171328.3255
MMR, SWE ,171033.989
MSR, POL ,170909.3386
NZL, BLZ ,170737.7734
CAN, MRT ,170421.3251
SVK, LIE ,170259.8375
GNQ, GBR ,170232.4279
CHL, NIC ,170116.8068
GEO, NZL ,170112.7033
PSE, NZL ,170112.7033
SYC, NZL ,170112.7033
GRC, URY ,169633.5893
CUB, HND ,169579.5939
NLD, LCA ,169304.5012
ZAF, CYM ,169126.8329
JPN, PNG ,169008.4526
KHM, DOM ,168983.6326
NER, ISL ,168800.5606
LSO, TZA ,168679.3289
GAB, COD ,168633.0855
KGZ, GRC ,168195.9772
FIN, ECU ,168022.534
ARE, GTM ,167925.6262
LCA, NLD ,167755.7116
DEU, COD ,167191.7771
UGA, COD ,167191.7771
SYR, BRA ,167098.8272
HND, GRC ,167003.098
JOR, POL ,166815.7017
MHL, CAN ,166672.5699
SVN, CAN ,166672.5699
MLT, FIN ,166546.2762
DNK, BHS ,166452.0415
CHL, CUB ,166235.1339
OMN, BRA ,166132.938
GTM, COL ,165788.4858
STP, MEX ,165752.9141
JPN, URY ,165475.9033
MWI, DNK ,165430.0192
PLW, DNK ,165430.0192
IND, SVK ,164968.6362
PER, ECU ,164852.2975
PER, DOM ,164650.719
GMB, MLI ,164546.1243
SAU, IRL ,164173.1341
KEN, ZMB ,163821.024
KWT, HUN ,163820.2894
MDA, NZL ,163812.2329
CMR, MLI ,163724.7627
COL, NIC ,163607.9899
IND, CYM ,163489.2718
MYS, LUX ,162750.3422
LBR, MLI ,162082.0393
SCG, SWE ,161871.4539
SOM, ECU ,161682.0611
KNA, GUY ,161647.1789
AFG, SVK ,161342.9519
RWA, IRL ,161342.5628
NLD, NOR ,161267.3158
PLW, NOR ,161267.3158
BRN, CHE ,161201.4604
BGR, CHL ,161185.3491
BHR, SDN ,161125.431
LTU, CZE ,160981.7533
JPN, BRN ,160737.0418
NLD, BOL ,160731.3216
SUR, NZL ,160661.9976
JPN, SLB ,159991.2678
BIH, PRT ,159902.7869
UZB, COL ,159819.3301
PRY, GTM ,159396.0706
FIN, BRA ,159371.7138
KEN, ETH ,159215.3262
MSR, PHL ,159169.5749
NPL, LIE ,159095.258
FRA, STP ,158914.2857
ALB, BIH ,158774.4377
LIE, CAN ,158735.7808
TGO, DEU ,158648.376
ASM, FJI ,158644.8942
KEN, ISL ,158570.2236
BRB, IRL ,158511.9915
TLS, LBR ,158352.5024
PRK, LUX ,158229.4993
PHL, PER ,158193.8149
LKA, ATG ,158129.7615
TZA, TUR ,158104.4888
BIH, BEL ,157928.0375
MLI, CHL ,157895.8522
DEU, CYM ,157851.7107
ARM, SVK ,157717.2676
KAZ, SVK ,157717.2676
VGB, PAN ,157059.0847
SVK, TUR ,157028.9481
MCO, ITA ,156673.252
MHL, MNP ,156396.4541
USA, COL ,156353.3687
MLI, PRT ,156349.3917
SYC, PRT ,156349.3917
ATG, AUS ,156186.6276
BHS, NLD ,155983.381
BLZ, DEU ,155948.2436
UKR, FIN ,155731.583
POL, IND ,155704.2418
AFG, POL ,155558.2004
TTO, POL ,155558.2004
ITA, HND ,155378.3472
ARM, JPN ,155371.9617
PRK, COL ,155005.4948
GHA, TUR ,154877.8666
GRD, CHE ,154602.5702
MKD, BEL ,154567.8665
PRK, MEX ,154321.6786
ROM, MDG ,153516.5168
IRN, POL ,153511.382
DOM, PRT ,153388.2289
EGY, MEX ,152892.7742
SUR, IRL ,152850.849
NPL, PAN ,152814.2446
BHR, SWE ,152708.9187
NPL, PER ,152667.3934
GBR, LKA ,152514.7241
EGY, CZE ,152253.8269
TTO, CZE ,152253.8269
PRI, ESP ,152102.95
NZL, IRL ,151907.3252
CUB, PHL ,151731.7443
AUS, BRB ,151556.2219
QAT, MRT ,151485.6223
GTM, FIN ,151405.7057
SVK, FIN ,151405.7057
IDN, CHL ,151316.8583
JOR, CHL ,151316.8583
CRI, CYM ,151274.5561
PRI, NZL ,151211.2919
CYP, JPN ,150516.5879
USA, GRC ,150302.7882
SYR, NOR ,150271.817
HUN, PHL ,150244.1782
ASM, GBR ,150205.0834
BEN, MLI ,150035.4012
MLT, PRT ,149834.8337
ARE, LTU ,149703.8055
BWA, PRT ,149662.1387
PNG, ECU ,149423.8133
SOM, CZE ,149344.5181
BGD, LUX ,149187.8136
NCL, LUX ,149187.8136
NCL, ECU ,149001.1151
SVK, SVK ,148653.0568
LSO, JPN ,148574.4384
PAN, NOR ,148439.2338
SVK, POL ,148394.3359
VNM, CAN ,148153.3954
MRT, GNB ,147950.1935
AUS, NIC ,147927.6581
KGZ, CZE ,147404.9789
BRB, FRA ,147361.1963
MDG, GRC ,146724.1504
PNG, MEX ,146700.855
IDN, CYP ,146591.6887
HND, BOL ,146460.7837
BOL, URY ,145907.0611
PAN, SWE ,145810.7515
MCO, PHL ,145781.4799
SWZ, PHL ,145781.4799
ALB, PRT ,145689.2059
BRN, JPN ,145661.2141
MKD, JPN ,145661.2141
BLZ, SLV ,145495.6988
ESP, PRT ,145280.5654
MOZ, GRC ,144934.8315
PSE, AUT ,144910.0596
PRK, PAN ,144324.5644
TZA, PHL ,144293.9137
OMN, SLE ,144240.9703
BRN, ESP ,144097.5315
NOR, ESP ,144097.5315
MWI, SWE ,143546.3836
PSE, POL ,143277.2898
LCA, DEU ,142952.5566
PRK, NOR ,142941.4844
BTN, CAN ,142862.2027
GRD, SWE ,142528.3242
HND, NZL ,141760.5861
HKG, BLZ ,141625.8028
SUR, CHE ,141404.7898
SMR, DEU ,141096.0299
TGO, WSM ,140609.6984
AND, DEU ,140596.8718
SWZ, COL ,140563.9891
COL, URY ,140474.3514
MEX, URY ,140474.3514
IRQ, MRT ,140124.2006
ARG, CZE ,139840.776
URY, FIN ,139836.1468
EGY, CHL ,139803.6191
MSR, CHL ,139803.6191
VNM, KNA ,139712.8066
NPL, KHM ,139381.4106
NPL, SVN ,139012.8686
KGZ, GEO ,139011.5855
TUR, GEO ,139011.5855
SWZ, SVK ,138984.5653
DOM, COL ,138831.0084
SOM, PRY ,138711.0378
IDN, PAN ,138664.7775
SLE, PRT ,138582.4153
MWI, CHE ,138576.694
PRI, DNK ,138421.0365
SLV, COL ,138381.7171
GNQ, COD ,138185.4451
LVA, CYP ,138166.879
MNP, BRA ,138122.1519
VCT, HUN ,137905.2154
ECU, GRC ,137777.5558
JOR, COL ,137675.6879
NPL, NIC ,137572.722
MOZ, LAO ,137280.5184
PRT, BEL ,137206.9829
ISR, CZE ,136737.5133
DNK, LKA ,136737.3388
LAO, DNK ,136732.975
LKA, AUS ,136663.2991
CUB, URY ,136593.8444
IRN, CHL ,136514.1222
ARG, ISL ,136404.4934
ARE, PRY ,136008.8747
UGA, PRY ,136008.8747
GMB, GRC ,135988.2369
BRA, CPV ,135885.7794
GMB, IRL ,135867.4213
ARE, SLB ,135750.1666
IDN, SLB ,135750.1666
MDV, CHE ,135748.5982
KNA, NLD ,135381.8024
LSO, DNK ,135044.9136
SUR, DNK ,135044.9136
TUV, SDN ,135021.5315
PER, CHL ,134869.3737
KWT, ITA ,134345.0969
LIE, ITA ,134345.0969
PRT, CHL ,134321.1242
GRC, DOM ,134320.3234
MDG, JPN ,134008.317
BLR, ARG ,133506.6831
UGA, VEN ,133477.8003
COL, PRY ,133246.6636
DZA, ISL ,132994.3811
EST, ISL ,132994.3811
GEO, MEX ,132888.1121
TON, BHS ,132649.4731
CUB, PER ,132173.5804
SLV, IRL ,132093.3263
MDV, JPN ,132066.1674
BRB, GUY ,131956.8808
GIN, NOR ,131945.9856
LUX, CHL ,131579.8768
STP, PRT ,131475.6248
NAM, LUX ,131104.4423
AGO, CZE ,130918.8957
HKG, ECU ,129979.6961
VGB, ECU ,129979.6961
ATG, ITA ,129976.1506
KWT, POL ,129972.9701
SMR, ITA ,129723.0679
UGA, URY ,129719.8036
OMN, CYM ,129663.9052
BLR, LUX ,129597.4947
JAM, CUB ,129441.7576
CHL, PHL ,129418.2525
ITA, LBR ,129287.0393
HRV, PER ,129180.1021
TCD, AUS ,128853.9677
USA, PER ,128627.46
UKR, CYP ,128057.1074
LVA, URY ,128056.7291
LVA, CZE ,128009.5869
MDG, PRT ,127922.2295
LBN, ISL ,127879.2126
UGA, ISL ,127879.2126
ECU, HND ,127477.0741
AUT, LTU ,127278.5391
OMN, LKA ,127270.9077
KGZ, CHE ,127264.3108
EGY, SVK ,126898.9509
DNK, CYM ,126845.1247
PER, CYM ,126845.1247
HND, COL ,126700.1436
UGA, BIH ,126664.927
FJI, NOR ,126448.2362
MEX, PHL ,126443.1203
NCL, PHL ,126443.1203
PER, BHS ,126332.8315
BIH, JPN ,126239.7189
FSM, JPN ,126239.7189
SVN, JPN ,126239.7189
CRI, FIN ,126171.4214
GIN, AGO ,126137.2331
MLI, ZMB ,125814.5464
MLI, CAF ,125807.9218
DZA, MEX ,125743.59
MMR, FIN ,125450.4418
RUS, FIN ,125450.4418
BGR, CUB ,125388.7867
COL, CYM ,124965.9376
DJI, CHE ,124436.215
CHE, PRT ,124368.8343
KOR, PLW ,123904.8114
KOR, POL ,123832.5148
GEO, BRA ,123633.8143
IRN, SVK ,123273.2666
TJK, CYP ,123002.2215
BOL, PAN ,122817.3744
LVA, ISL ,122764.0441
BFA, GIN ,122705.3872
SYC, JPN ,122355.4198
MDV, ITA ,121615.3762
SMR, CHE ,121608.1192
AUS, PRY ,121597.3383
UGA, PER ,121581.2726
EST, TUR ,121536.1037
PRY, NIC ,121497.9165
PAK, JPN ,121384.3451
CMR, FIN ,121124.5645
GBR, COD ,121069.9075
ISL, PRT ,120815.439
CIV, LUX ,120555.809
BHS, PRT ,120223.2065
LSO, ESP ,120081.2763
PSE, ESP ,120081.2763
CUB, CPV ,119414.7758
MDA, GEO ,119152.7875
NOR, IRL ,118883.9936
JOR, PAN ,118855.5236
SWZ, VEN ,118223.1946
KOR, SLV ,118081.4642
GRD, NLD ,117723.3064
GAB, STP ,117640.7143
SDN, DEU ,117580.0249
MDG, LUX ,117541.9138
NZL, CUB ,117472.828
STP, ECU ,117298.7502
KNA, AUS ,117139.9707
BRA, POL ,117009.7867
TUR, BRA ,116872.5901
MNP, SVK ,116626.1787
SEN, JPN ,116528.9713
DNK, LIE ,116297.7032
YEM, CYP ,116262.3738
IND, PER ,116054.8511
SLV, PHL ,116030.1574
SOM, SVK ,116021.898
KOR, MRT ,115507.787
BRN, NOR ,115452.7374
MSR, CZE ,115402.5822
YEM, AGO ,114974.6461
SGP, CYP ,114577.4118
UZB, CHE ,114537.8797
TUR, NOR ,113620.1543
SWE, MRT ,113614.2167
UKR, MRT ,113614.2167
MYS, MUS ,113575.2007
AGO, VEN ,113456.1303
AZE, NZL ,113408.4689
LBR, NZL ,113408.4689
THA, NZL ,113408.4689
TTO, NZL ,113408.4689
CPV, GNB ,113354.8746
PHL, PAN ,113195.7368
PRI, SWE ,113004.5999
TCD, SWE ,113004.5999
CZE, PRY ,112590.1281
IRN, ISL ,112533.7071
MUS, FIN ,112472.8099
TUV, FIN ,112472.8099
USA, IRL ,112279.3273
HND, VEN ,112121.3523
ERI, ESP ,112075.8579
MNG, BEL ,112013.8768
ALB, HUN ,111990.1414
JAM, PRT ,111931.9508
VEN, PRT ,111931.9508
HTI, JPN ,111673.5975
LUX, JPN ,111673.5975
ARG, HUN ,111434.8183
MNP, BOL ,111052.6821
ABW, COL ,110974.9485
QAT, BHS ,110968.0277
EGY, ECU ,110958.2772
BHR, BEL ,110885.6434
JPN, GTM ,110808.0663
GBR, BTN ,110767.6202
IND, COL ,110718.2106
BRB, CYM ,110496.1975
PLW, HND ,110324.1956
LBR, PRT ,110155.2532
MRT, PRT ,110155.2532
SVK, PRT ,110155.2532
PRK, GBR ,110150.3945
MNG, NOR ,109954.988
ARG, MRT ,109827.0762
NIC, CAF ,109687.6867
BWA, ESP ,109085.3004
IND, PRY ,108987.244
TON, DMA ,108753.4612
GTM, GRC ,108552.0137
NZL, GRC ,108552.0137
IRL, POL ,108481.3766
CHE, DOM ,108322.8414
KEN, DOM ,108322.8414
KNA, VCT ,108322.235
KOR, HUN ,108287.9879
MMR, DNK ,108035.9309
ISR, BOL ,107833.7638
HUN, COL ,107829.9094
HRV, ECU ,107788.0407
GTM, PRT ,107786.323
WSM, DEU ,107678.5492
NGA, FJI ,107602.6239
CIV, SLE ,107584.4935
HRV, BEL ,107525.4723
CRI, BRA ,107278.091
ATG, FRA ,107171.7791
LUX, MEX ,107167.8324
NCL, MEX ,107167.8324
SOM, MEX ,107167.8324
ITA, CYM ,107113.6608
GRL, AUS ,106727.5288
PSE, CZE ,106674.6558
TUN, IND ,106623.5569
SGP, PRT ,106601.8579
TLS, PRT ,106601.8579
UKR, HUN ,106436.9112
PRY, HND ,106425.8141
GHA, ZMB ,106156.0235
SAU, ZMB ,106156.0235
ASM, KIR ,105695.8157
BOL, IRL ,105674.661
TLS, LUX ,105486.3329
USA, LUX ,105486.3329
NPL, GTM ,105096.3103
PLW, GTM ,105020.1535
CHE, COL ,104941.6083
BGR, VEN ,104875.4146
IRN, VEN ,104875.4146
MMR, ITA ,104854.7098
MCO, DEU ,104433.3405
DNK, SVN ,104259.6514
DJI, ESP ,104070.4394
TUN, DOM ,103989.9278
BRA, SLV ,103925.4992
LTU, VEN ,103922.0017
MUS, GRC ,103780.4966
MNP, CZE ,103765.347
FJI, TON ,103618.6301
BGR, NIC ,103549.3607
JPN, BTN ,103521.1403
BWA, TZA ,103435.4375
CHL, HRV ,103011.2528
CUB, PRY ,102982.4372
GRD, ESP ,102736.203
LCA, ESP ,102736.203
BRB, NOR ,102624.6555
MWI, NOR ,102624.6555
SDN, NOR ,102624.6555
ALB, CUB ,102590.8255
ISR, ISL ,102303.3701
DNK, ATG ,102165.6751
CUB, LUX ,101970.1218
SYR, JPN ,101962.8499
SYR, IRL ,101900.566
ARG, NIC ,101478.3735
FJI, DNK ,101283.6852
BLZ, HND ,100968.0801
SLV, FIN ,100937.1371
MSR, HUN ,100883.6811
SLB, HUN ,100883.6811
GNB, CIV ,100834.3543
PRY, SLV ,100541.8783
SOM, ATG ,100462.9138
KNA, DMA ,100242.3208
BDI, GRC ,100201.8588
SLB, GRC ,100201.8588
IRL, COL ,100127.773
BRB, ATG ,100122.3616
LVA, VEN ,100108.3503
BHS, CYM ,99972.7501
KNA, SWE ,99769.82691
NGA, GRC ,99737.70946
IRN, DOM ,99657.01412
PSE, FIN ,99495.17802
ZMB, FIN ,99495.17802
PNG, PRT ,99495.06742
SLV, PRT ,99495.06742
CHE, LUX ,99458.54243
FRA, WSM ,99420.99885
GTM, BOL ,99142.68433
EST, LUX ,99036.19525
JOR, CZE ,98916.499
BFA, SWE ,98548.15556
CRI, BOL ,98391.60338
MUS, MDG ,98380.30299
ISR, GTM ,98242.2031
POL, PHL ,98179.36399
MRT, GIN ,98164.30973
AUT, BHS ,98164.02449
SWZ, PER ,98093.9813
BRB, BEL ,98004.98781
BEN, DNK ,97907.56238
PNG, VEN ,97883.72025
SAU, NIC ,97632.25435
BRA, HUN ,97613.44553
LBY, VEN ,97248.11168
LTU, MEX ,97165.50135
PAK, MEX ,97165.50135
AGO, CHL ,97040.15914
VUT, GTM ,97023.69515
LBY, CZE ,96976.9598
ROM, PHL ,96691.79786
CAF, GRC ,96623.22097
NAM, GRC ,96623.22097
ISR, ALB ,96342.70057
SVK, HUN ,96255.98927
BEN, IRL ,96239.42342
RWA, SWE ,96206.61881
OMN, ISL ,95483.14538
AZE, ARG ,95361.91652
MNP, DOM ,95324.10046
UZB, CAN ,95241.46849
ALB, ECU ,95107.09474
GRC, ECU ,95107.09474
JOR, ECU ,95107.09474
BGR, PAN ,94801.42953
NPL, URY ,94795.24106
UKR, SDN ,94779.66528
UGA, NIC ,94673.70119
LTU, BRA ,94657.13909
ARG, HRV ,94576.27338
DNK, PRY ,94575.70759
DJI, NZL ,94507.05742
KGZ, NZL ,94507.05742
MDG, NZL ,94507.05742
NZL, NZL ,94507.05742
IDN, MEX ,94307.69248
NCL, VUT ,94297.14286
LCA, CHE ,94269.85986
QAT, LTU ,93943.68364
MLT, LUX ,93933.06785
JPN, WSM ,93739.79891
CPV, AUS ,93711.97654
MHL, AUS ,93711.97654
PAK, AUS ,93711.97654
MRT, GBR ,93460.94078
BDI, LUX ,93430.75198
ABW, GRC ,93044.58316
SCG, GRC ,93044.58316
PRI, NLD ,92972.61006
ARG, SLV ,92807.88762
BHR, CYP ,92672.90664
ETH, HUN ,92553.83584
PRT, IRL ,92465.32839
NLD, PAN ,92443.18501
BEN, PRT ,92388.27689
ARE, LIE ,92107.78092
GNQ, STP ,91817.14286
GHA, MRT ,91798.70913
ATG, LCA ,91706.6048
NCL, HUN ,91628.29748
ECU, URY ,91191.91318
GNB, DNK ,91155.3167
VGB, HND ,91055.0529
DZA, DOM ,90991.18681
ITA, MRT ,90891.37337
MAR, FIN ,90843.42341
PHL, PHL ,90741.53338
SCG, IRL ,90578.28087
ATG, CHE ,90499.06547
NER, ZMB ,90429.20522
RWA, FRA ,90426.18862
KEN, LUX ,90416.85676
BEN, JPN ,90309.95274
AND, GBR ,90279.37459
PLW, PER ,90264.8842
SVK, NLD ,90238.12153
OMN, CZE ,90188.57261
LBN, SVK ,90037.82708
BEL, BHS ,89628.02236
ISL, GRC ,89465.94534
MAR, GRC ,89465.94534
STP, SVK ,89433.54636
YEM, PHL ,89253.96726
GNB, ITA ,89184.60921
VNM, ANT ,89161.28656
NOR, FRA ,88990.85229
OMN, HUN ,88851.6824
GMB, PRT ,88834.88162
JOR, SVK ,88829.26564
SGP, CHL ,88816.41684
CZE, NIC ,88756.59486
ATG, NLD ,88292.47981
GUM, NZL ,88206.58692
BTN, NOR ,87963.99042
MLI, NOR ,87963.99042
ECU, LUX ,87905.2774
NER, BLZ ,87860.45176
MDG, DNK ,87779.19386
MRT, DNK ,87779.19386
ITA, ANT ,87662.77754
BWA, BEL ,87411.82469
COG, JPN ,87396.72846
PSE, BEL ,87364.44628
EGY, ISL ,86957.86454
CZE, DOM ,86658.27315
BRB, DNK ,86653.81958
TUR, FIN ,86517.5461
CUB, COD ,86478.50538
IRN, PAN ,86311.74927
CIV, MRT ,86157.44767
BIH, HUN ,86075.06733
LAO, LUX ,85896.01392
HND, FIN ,85796.56655
FJI, BEL ,85684.36077
CHE, ECU ,85596.38527
IDN, ECU ,85596.38527
IDN, CZE ,85339.72462
HRV, BOL ,85301.33554
ZAF, BLZ ,85237.75171
PAN, WSM ,85217.99901
VUT, CUB ,85112.38856
UKR, POL ,85041.90093
IRL, PER ,84968.73028
TUN, VEN ,84853.7445
SYR, CHE ,84842.87388
ARG, POL ,84632.06045
BEL, CYM ,84563.41644
GAB, JPN ,84483.50417
RUS, JPN ,84483.50417
ZMB, LUX ,84389.06631
ATG, KNA ,84375.57731
PRK, CZE ,84369.95503
HKG, CHL ,83882.17146
CUB, BLZ ,83838.97835
BRA, GTM ,83696.2645
ITA, BHS ,83652.82087
SWZ, SVN ,83407.72116
DJI, SDN ,83406.10545
CUB, POL ,83100.8281
AND, BEL ,83092.10084
ARE, VEN ,82946.91878
OMN, MEX ,82876.45703
SUR, TUR ,82816.63701
NER, BHS ,82799.22065
GAB, TCD ,82753.32149
JPN, HND ,82701.37832
PER, VEN ,81993.50593
IRQ, ISL ,81842.69604
MDA, SVK ,81577.89702
MWI, JPN ,81570.27989
HUN, PER ,81514.71685
TTO, HUN ,81447.37554
SVN, FJI ,81391.72831
DMA, MEX ,81352.2923
MLI, DNK ,81026.94818
KIR, CAN ,80426.12895
CPV, CIV ,80370.91182
ABW, PHL ,80328.57053
BRB, ITA ,80279.38716
VUT, NIC ,80078.17225
DEU, BLZ ,79992.3516
JPN, LKA ,79938.75193
DEU, WSM ,79536.79908
LTU, GEO ,79435.19169
CAF, SWE ,79408.63775
KNA, NZL ,79329.44698
PLW, IRL ,79255.99576
LTU, CYP ,79193.21113
PSE, SVK ,79160.77414
IRN, URY ,78996.03422
VGB, BOL ,78863.4989
BEL, LTU ,78791.4766
BRB, PRT ,78766.92837
LCA, NZL ,78755.88118
PRT, NZL ,78755.88118
LBR, GRC ,78730.0319
HRV, MEX ,78589.74374
IRL, SVK ,78556.49343
SDN, SWE ,78390.57829
CAF, MLI ,78303.14736
HTI, NOR ,78190.21371
NOR, PRT ,78174.69583
BEN, AUS ,78093.31378
COM, AUS ,78093.31378
GAB, AUS ,78093.31378
VEN, DOM ,77992.44583
FIN, SVK ,77952.21271
GUY, CYM ,77939.28215
COG, HUN ,77745.2221
PNG, COL ,77727.39305
LBY, JPN ,77685.98085
VGB, JPN ,77685.98085
SOM, BHS ,77677.61938
NCL, CYP ,77508.24919
DMA, LUX ,77356.64411
UKR, SVK ,77347.93199
MCO, SWE ,77311.63887
MAR, CHL ,77303.17762
MEX, TUR ,77295.52788
MMR, BEL ,77283.93325
PRI, NOR ,76968.49162
BLZ, CRI ,76883.14143
KGZ, POL ,76845.09121
LIE, GBR ,76771.48707
CHE, ISL ,76727.52754
TTO, ISL ,76727.52754
JPN, MHL ,76705.24675
ETH, CZE ,76611.79824
GNQ, CHE ,76358.58649
BEN, SWE ,76354.45937
BHS, ANT ,76049.33266
BRA, NIC ,75936.19783
TON, FIN ,75702.85284
JAM, KNA ,75609.28357
AGO, NZL ,75605.64593
MHL, NZL ,75605.64593
VCT, SVK ,75535.08983
BEL, HND ,75183.0712
NIC, GRC ,75151.39409
YEM, GRC ,75151.39409
GEO, HUN ,74968.60703
GHA, HUN ,74968.60703
BHS, SWE ,74827.37018
NZL, PRT ,74621.30056
SLV, BOL ,74357.01325
PSE, TUR ,74212.31109
IDN, HUN ,74043.06867
TZA, HUN ,74043.06867
LBN, BOL ,74035.12141
DZA, CHL ,74013.6807
BMU, NLD ,73997.50689
NOR, SDN ,73928.13892
SMR, BEL ,73923.76223
PSE, JPN ,73801.68181
BTN, ITA ,73725.9678
BGD, SVK ,73722.24768
KOR, CZE ,73702.48945
VGB, CZE ,73702.48945
PLW, CYM ,73664.13165
HUN, DOM ,73659.53218
IRL, DOM ,73659.53218
KGZ, IRL ,73594.85321
ARG, CUB ,73586.75261
VEN, MDG ,73514.95169
NER, VEN ,73412.79019
SDN, DNK ,73149.32821
SAU, TUR ,73136.77035
ITA, KHM ,73009.31033
ROM, KHM ,73009.31033
AFG, ECU ,72915.4393
ARM, MEX ,72874.12601
DMA, KNA ,72869.81677
JAM, VCT ,72821.6706
LUX, CZE ,72732.71985
HND, IRL ,72651.32945
AGO, SVK ,72513.68624
HRV, CYP ,72453.36337
JPN, CYP ,72453.36337
KEN, CYP ,72453.36337
LTU, LUX ,72333.4854
ARM, HUN ,72191.99195
OMN, PAN ,72162.28218
SWZ, PAN ,72162.28218
SYR, ESP ,72048.76577
DZA, SVK ,71909.40552
BFA, DNK ,71798.87908
GUY, FRA ,71766.81637
BMU, BEL ,71683.64823
GRC, ISL ,71612.35904
CPV, GRC ,71572.75627
FSM, CAN ,71431.10137
BWA, ZMB ,71425.96644
PNG, PHL ,71403.17381
SAU, LBR ,71337.01841
GTM, BRA ,71218.22846
CYP, PRT ,71067.9053
VCT, PRT ,71067.9053
LVA, TUR ,70985.68887
GEO, ARG ,70840.28085
SYR, ARG ,70840.28085
ARG, TUR ,70770.58072
GHA, CYP ,70768.40143
GRD, MEX ,70683.13922
CZE, URY ,70680.66219
PLW, FIN ,70655.99598
GNQ, NLD ,70633.98385
SVK, BIH ,70602.23726
BRN, BEL ,70563.59122
SYR, BEL ,70563.59122
SLE, LKA ,70472.32078
SAU, SDN ,70334.40994
LCA, FRA ,70331.48004
HUN, LTU ,70306.24066
BEN, LBR ,70291.78737
MRT, SWE ,70246.10262
GEO, SVK ,70096.56336
ITA, ALB ,69947.44014
ISL, PHL ,69915.60769
OMN, ECU ,69745.20281
BHR, NOR ,69638.15909
COL, CUB ,69597.1094
MCO, AUT ,69472.84663
GIN, LUX ,69319.59018
NER, LUX ,69319.59018
CRI, PER ,69310.53608
ATG, DEU ,69310.33049
ARM, NZL ,69305.17544
SYR, FIN ,69214.03688
EGY, MDG ,69190.54277
ETH, CYP ,69083.43949
PAN, DNK ,69077.49899
SDN, NZL ,68911.39603
LSO, FRA ,68896.14371
DZA, VEN ,68645.72589
BGR, URY ,68186.05059
TUR, JPN ,67975.23324
MDG, IRL ,67933.71065
AND, CHE ,67874.2991
SLE, MUS ,67778.74883
NCL, CYM ,67650.73315
SCG, DNK ,67522.45681
SLE, CHL ,67434.68686
SVK, CHL ,67434.68686
TON, KNA ,67390.88318
CHL, HTI ,67134.72
TTO, SVK ,67075.15977
CYM, VGB ,67074.52648
COL, PHL ,66940.47544
KWT, PHL ,66940.47544
NER, CZE ,66914.10226
CRI, GRC ,66801.23919
MNP, VEN ,66738.90017
TON, DOM ,66726.87033
NIC, MRT ,66669.45356
ISL, HUN ,66638.7618
LCA, ANT ,66608.72584
NER, ECU ,66574.96632
SGP, ECU ,66574.96632
BFA, AUS ,66379.31672
CRI, PRT ,66330.04494
HND, PRT ,66330.04494
GRC, PER ,66317.05778
COG, LUX ,66305.69495
ETH, LUX ,66305.69495
CMR, NZL ,66154.94019
GMB, NZL ,66154.94019
LSO, NZL ,66154.94019
PLW, BOL ,66095.12288
CRI, IRL ,66046.66313
SYR, FRA ,66025.47106
BTN, DNK ,65834.39539
JOR, PER ,65626.25509
AUS, BLZ ,65567.50131
AUT, BLZ ,65567.50131
SWE, BLZ ,65567.50131
BRA, HND ,65492.80869
PRT, PHL ,65452.90932
SDN, BRA ,65358.5008
SWZ, NIC ,65088.16957
HRV, PAN ,65087.54863
MSR, PAN ,65087.54863
CYM, AUS ,65077.76149
BWA, CHE ,65046.20331
FIN, DOM ,64993.70486
IRL, CZE ,64974.56307
VCT, CZE ,64974.56307
NCL, HRV ,64941.87675
EGY, URY ,64859.90178
PAK, FJI ,64837.47848
TZA, CYM ,64831.9526
KWT, GRC ,64415.48065
MMR, ZMB ,64217.84139
DJI, DNK ,64146.33397
NOR, DNK ,64146.33397
LSO, SWE ,64137.74587
GMB, JPN ,64090.9342
TUR, ESP ,64043.34735
GRD, ATG ,63967.06433
BHR, PRT ,63961.11477
TCD, PRT ,63961.11477
CMR, HUN ,63862.14673
EST, HUN ,63862.14673
ETH, ATG ,63853.54691
DMA, VCT ,63718.96177
ZAF, LTU ,63639.26956
JPN, NIC ,63608.89298
LVA, LUX ,63576.61283
PRT, NOR ,63529.54864
VCT, POL ,63525.2754
ETH, TUR ,63456.90369
HKG, TUR ,63456.90369
DZA, ECU ,63404.72983
MSR, ECU ,63404.72983
VEN, ECU ,63404.72983
COG, CZE ,63035.02387
LBN, LTU ,63033.18128
