OriginCode,DestCode,Migrants,,,
HKG,VEN,403.21,,,
HKG,ANT,224.78,,,
HKG,DOM,194.08,,,
HKG,MAC,185.38,,,
HKG,BLZ,147.53,,,
HKG,ECU,135.40,,,
HKG,PRT,129.73,,,
HKG,CHL,87.38,,,
HKG,TUR,66.10,,,
HKG,MYT,57.25,,,
HKG,GTM,34.51,,,
HKG,GRC,26.98,,,
HKG,BOL,25.15,,,
HKG,BHS,23.12,,,
HKG,FIN,20.60,,,
HKG,CZE,18.18,,,
HKG,HUN,10.05,,,
HKG,SVK,3.29,,,
HKG,POL,3.20,,,
HKG,CYM,2.94,,,
HKG,URY,0.87,,,
HND,USA,469202.29,,,
HND,ESP,27059.15,,,
HND,NIC,14597.07,,,
HND,SLV,11207.17,,,
HND,BLZ,6776.67,,,
HND,GTM,6534.01,,,
HND,CAN,6012.67,,,
HND,FSM,5313.74,,,
HND,CRI,4861.30,,,
HND,CYM,2848.14,,,
HND,PAN,1213.02,,,
HND,DEU,895.85,,,
HND,ITA,821.78,,,
HND,DOM,645.42,,,
HND,ECU,643.95,,,
HND,FRA,566.16,,,
HND,GBR,556.32,,,
HND,CHL,418.04,,,
HND,NLD,361.38,,,
HND,BOL,326.92,,,
HND,CHE,317.60,,,
HND,COL,282.81,,,
HND,SWE,277.54,,,
HND,VEN,250.27,,,
HND,AUS,210.22,,,
HND,JPN,184.10,,,
HND,BRA,136.83,,,
HND,BEL,122.67,,,
HND,NOR,98.90,,,
HND,DNK,97.80,,,
HND,PER,79.87,,,
HND,GRC,56.80,,,
HND,PHL,51.14,,,
HND,HTI,40.79,,,
HND,PRY,32.84,,,
HND,NZL,29.53,,,
HND,FIN,29.18,,,
HND,IRL,24.71,,,
HND,PRT,22.56,,,
HND,URY,14.73,,,
HND,BHS,12.45,,,
HND,ATG,5.32,,,
HND,HUN,4.82,,,
HND,TUR,4.48,,,
HND,CYP,3.51,,,
HND,POL,3.20,,,
HND,CZE,3.03,,,
HND,MAC,2.39,,,
HND,SVK,1.26,,,
HRV,DEU,359367.15,,,
HRV,AUS,74103.68,,,
HRV,AUT,52160.13,,,
HRV,USA,46499.45,,,
HRV,CAN,45691.63,,,
HRV,FRA,32577.58,,,
HRV,ITA,27706.40,,,
HRV,CHE,27057.69,,,
HRV,SVN,26140.94,,,
HRV,BIH,9733.61,,,
HRV,GBR,9261.32,,,
HRV,SWE,6939.77,,,
HRV,NOR,2811.42,,,
HRV,NZL,2264.23,,,
HRV,ESP,2003.66,,,
HRV,CZE,1711.24,,,
HRV,ROM,1526.36,,,
HRV,FIN,1505.47,,,
HRV,IRL,1255.79,,,
HRV,POL,898.68,,,
HRV,HUN,890.83,,,
HRV,DNK,853.32,,,
HRV,BRA,738.50,,,
HRV,CHL,673.32,,,
HRV,ARG,597.90,,,
HRV,SVK,484.68,,,
HRV,GRC,426.03,,,
HRV,MAC,348.03,,,
HRV,TUR,249.84,,,
HRV,VEN,245.31,,,
HRV,ISL,184.71,,,
HRV,NLD,160.60,,,
HRV,PER,134.56,,,
HRV,PRT,131.14,,,
HRV,LTU,127.37,,,
HRV,ECU,112.28,,,
HRV,JPN,97.11,,,
HRV,BOL,88.86,,,
HRV,FSM,81.86,,,
HRV,CYP,75.47,,,
HRV,PAN,67.80,,,
HRV,BEL,42.67,,,
HRV,URY,38.98,,,
HRV,BLZ,6.83,,,
HRV,LUX,1.26,,,
HTI,USA,545437.45,,,
HTI,DOM,279215.66,,,
HTI,CAN,73752.70,,,
HTI,FRA,42102.91,,,
HTI,BHS,19051.29,,,
HTI,ANT,3756.81,,,
HTI,BEL,1921.43,,,
HTI,VEN,1508.58,,,
HTI,CHE,1256.93,,,
HTI,NLD,1087.14,,,
HTI,CUB,909.35,,,
HTI,SUR,869.15,,,
HTI,ESP,768.77,,,
HTI,DEU,645.36,,,
HTI,VGB,555.95,,,
HTI,FSM,500.12,,,
HTI,PAN,434.80,,,
HTI,ITA,278.26,,,
HTI,GBR,217.23,,,
HTI,DNK,176.84,,,
HTI,SWE,138.17,,,
HTI,ECU,132.09,,,
HTI,GRC,130.65,,,
HTI,AUS,105.11,,,
HTI,CHL,85.66,,,
HTI,BLZ,62.84,,,
HTI,NIC,30.82,,,
HTI,HND,27.85,,,
HTI,CYM,26.43,,,
HTI,ATG,24.83,,,
HTI,NOR,23.27,,,
HTI,JPN,23.27,,,
HTI,CZE,21.21,,,
HTI,BRA,15.09,,,
HTI,MAC,13.16,,,
HTI,NZL,13.13,,,
HTI,GTM,11.90,,,
HTI,BOL,11.74,,,
HTI,PER,10.79,,,
HTI,PRT,9.87,,,
HTI,IRL,6.74,,,
HTI,CYP,5.27,,,
HTI,MUS,3.94,,,
HTI,URY,1.73,,,
HTI,FIN,1.72,,,
HTI,SVK,1.26,,,
HTI,POL,1.07,,,
HTI,HUN,0.96,,,
HTI,PRY,0.94,,,
HUN,DEU,89583.00,,,
HUN,USA,81904.98,,,
HUN,CAN,53473.76,,,
HUN,AUT,38731.67,,,
HUN,GBR,24979.46,,,
HUN,AUS,24806.34,,,
HUN,ISR,16207.58,,,
HUN,SWE,14952.90,,,
HUN,SVK,14160.31,,,
HUN,CHE,13919.39,,,
HUN,FRA,12010.12,,,
HUN,ESP,8006.57,,,
HUN,BEL,7315.04,,,
HUN,ITA,7108.64,,,
HUN,NLD,6314.61,,,
HUN,CZE,6263.10,,,
HUN,ROM,5723.87,,,
HUN,IRL,4905.84,,,
HUN,JOR,4827.74,,,
HUN,BRA,2875.53,,,
HUN,DNK,2364.50,,,
HUN,NOR,2191.83,,,
HUN,POL,1448.76,,,
HUN,NZL,1371.66,,,
HUN,FIN,1248.96,,,
HUN,VEN,623.69,,,
HUN,CHL,592.79,,,
HUN,TUR,582.58,,,
HUN,JPN,471.38,,,
HUN,MAC,350.43,,,
HUN,FSM,349.78,,,
HUN,URY,336.08,,,
HUN,PRT,305.99,,,
HUN,CYP,303.64,,,
HUN,ECU,297.21,,,
HUN,SVN,231.69,,,
HUN,GRC,218.22,,,
HUN,PHL,156.50,,,
HUN,ISL,136.00,,,
HUN,COL,112.32,,,
HUN,PER,84.91,,,
HUN,DOM,76.73,,,
HUN,LUX,73.24,,,
HUN,BOL,55.33,,,
HUN,PAN,29.48,,,
HUN,NIC,27.74,,,
HUN,BIH,11.42,,,
HUN,CYM,2.94,,,
IDN,MDV,1397683.61,,,
IDN,SAU,279409.06,,,
IDN,NLD,146853.82,,,
IDN,SGP,102331.76,,,
IDN,USA,87529.94,,,
IDN,JOR,85716.93,,,
IDN,AUS,66325.42,,,
IDN,JPN,25915.56,,,
IDN,DEU,17346.74,,,
IDN,KOR,15861.49,,,
IDN,CAN,14272.09,,,
IDN,TLS,12148.12,,,
IDN,KGZ,11059.02,,,
IDN,GBR,8889.12,,,
IDN,BRN,6726.58,,,
IDN,PHL,5865.04,,,
IDN,NZL,5046.94,,,
IDN,EGY,4531.70,,,
IDN,FRA,4048.56,,,
IDN,BEL,3672.19,,,
IDN,CHE,2704.65,,,
IDN,ESP,2636.71,,,
IDN,SWE,2202.16,,,
IDN,ITA,1889.31,,,
IDN,NCL,1536.35,,,
IDN,THA,1459.18,,,
IDN,AUT,1133.09,,,
IDN,NOR,1010.83,,,
IDN,DNK,856.09,,,
IDN,IND,852.39,,,
IDN,KHM,504.70,,,
IDN,GRC,439.95,,,
IDN,PNG,397.74,,,
IDN,IRL,352.70,,,
IDN,FIN,228.31,,,
IDN,ANT,227.12,,,
IDN,TUR,201.66,,,
IDN,ISL,170.51,,,
IDN,CHL,157.62,,,
IDN,CYP,152.70,,,
IDN,PAN,144.44,,,
IDN,SLB,141.41,,,
IDN,PRT,133.96,,,
IDN,FSM,98.24,,,
IDN,MAC,96.88,,,
IDN,ECU,89.16,,,
IDN,CZE,88.90,,,
IDN,HUN,77.13,,,
IDN,PER,53.97,,,
IDN,POL,46.96,,,
IDN,VEN,43.70,,,
IDN,DOM,31.59,,,
IDN,BOL,25.15,,,
IDN,GTM,22.61,,,
IDN,SVK,13.22,,,
IDN,NIC,6.16,,,
IDN,URY,6.06,,,
IDN,CYM,5.87,,,
IDN,BLZ,5.46,,,
IDN,LUX,0.63,,,
IND,ARE,2185919.41,,,
IND,USA,1654272.05,,,
IND,SAU,1452927.14,,,
IND,BGD,1052775.29,,,
IND,NPL,831432.30,,,
IND,GBR,657792.39,,,
IND,CAN,516507.53,,,
IND,OMN,447823.65,,,
IND,KGZ,393209.51,,,
IND,LKA,336351.94,,,
IND,QAT,250648.59,,,
IND,AUS,209907.87,,,
IND,SGP,157114.19,,,
IND,BHR,137401.76,,,
IND,MDV,106880.38,,,
IND,ITA,100683.41,,,
IND,DEU,67779.39,,,
IND,NZL,47411.04,,,
IND,BTN,38018.14,,,
IND,FRA,35398.62,,,
IND,ESP,32646.61,,,
IND,MMR,31707.62,,,
IND,JOR,28973.99,,,
IND,THA,24218.67,,,
IND,ISR,23445.46,,,
IND,JPN,20826.52,,,
IND,TZA,17825.78,,,
IND,SWE,15333.72,,,
IND,NLD,14843.55,,,
IND,BEL,14624.67,,,
IND,IRL,13727.39,,,
IND,MOZ,11923.74,,,
IND,AUT,10644.77,,,
IND,PRT,9361.50,,,
IND,CHE,9312.52,,,
IND,ZMB,8748.04,,,
IND,NOR,8265.53,,,
IND,MYT,6831.30,,,
IND,PHL,5767.42,,,
IND,GRC,5763.37,,,
IND,DNK,5754.77,,,
IND,MYS,5604.57,,,
IND,MWI,5331.19,,,
IND,BRN,5252.77,,,
IND,FJI,4410.16,,,
IND,FIN,3136.32,,,
IND,SDN,3113.91,,,
IND,PAN,3059.82,,,
IND,KOR,2847.64,,,
IND,RWA,2605.83,,,
IND,CYP,2429.15,,,
IND,EGY,1680.91,,,
IND,LBY,1581.92,,,
IND,JAM,1192.16,,,
IND,CHL,906.32,,,
IND,BRA,764.66,,,
IND,TUR,583.70,,,
IND,FSM,581.98,,,
IND,BRB,574.91,,,
IND,TTO,510.04,,,
IND,MAC,466.44,,,
IND,KHM,454.00,,,
IND,POL,450.94,,,
IND,GEO,434.41,,,
IND,DOM,428.78,,,
IND,SLE,418.56,,,
IND,ISL,387.70,,,
IND,BLZ,370.18,,,
IND,ECU,313.72,,,
IND,LBN,309.64,,,
IND,IRQ,272.90,,,
IND,PNG,268.42,,,
IND,CZE,244.46,,,
IND,HUN,239.10,,,
IND,BHS,211.62,,,
IND,VEN,207.57,,,
IND,BOL,191.12,,,
IND,AND,184.85,,,
IND,SVK,171.84,,,
IND,CYM,170.30,,,
IND,PER,120.89,,,
IND,COL,115.33,,,
IND,PRY,113.53,,,
IND,ATG,61.19,,,
IND,ANT,46.83,,,
IND,TON,41.14,,,
IND,GTM,20.23,,,
IND,NIC,15.41,,,
IND,LUX,12.00,,,
IND,HND,11.31,,,
IND,LCA,7.87,,,
IND,URY,1.73,,,
IRL,GBR,422569.16,,,
IRL,USA,137536.71,,,
IRL,AUS,63592.52,,,
IRL,CAN,26041.32,,,
IRL,ESP,17161.71,,,
IRL,DEU,16044.07,,,
IRL,NZL,7534.31,,,
IRL,FRA,6055.75,,,
IRL,NLD,4305.51,,,
IRL,BEL,3998.87,,,
IRL,ITA,3556.27,,,
IRL,CHE,1730.53,,,
IRL,SWE,1634.96,,,
IRL,DNK,1495.86,,,
IRL,GRC,1240.66,,,
IRL,JPN,1123.82,,,
IRL,MAC,766.63,,,
IRL,PRT,751.57,,,
IRL,NOR,725.76,,,
IRL,AUT,713.57,,,
IRL,CYP,684.52,,,
IRL,TUR,602.75,,,
IRL,HUN,344.18,,,
IRL,FIN,343.32,,,
IRL,CYM,305.37,,,
IRL,ECU,274.09,,,
IRL,PHL,264.97,,,
IRL,FSM,245.59,,,
IRL,BRA,220.34,,,
IRL,CHL,198.74,,,
IRL,ISL,123.82,,,
IRL,POL,113.00,,,
IRL,COL,104.30,,,
IRL,PER,88.51,,,
IRL,SVK,81.83,,,
IRL,DOM,76.73,,,
IRL,CZE,67.68,,,
IRL,BHS,63.13,,,
IRL,VEN,47.67,,,
IRL,BOL,38.56,,,
IRL,PAN,35.37,,,
IRL,NIC,18.49,,,
IRL,LUX,10.10,,,
IRL,BLZ,9.56,,,
IRL,LTU,5.54,,,
IRL,URY,5.20,,,
IRN,USA,351684.80,,,
IRN,QAT,150389.16,,,
IRN,CAN,107197.81,,,
IRN,KGZ,98302.38,,,
IRN,DEU,89603.74,,,
IRN,ISR,76258.70,,,
IRN,GBR,62448.64,,,
IRN,SWE,60117.96,,,
IRN,ARE,40267.08,,,
IRN,BHR,34350.44,,,
IRN,AUS,29115.91,,,
IRN,FRA,25476.28,,,
IRN,NLD,24261.41,,,
IRN,ARM,18153.76,,,
IRN,NOR,15604.59,,,
IRN,DNK,15141.25,,,
IRN,AUT,14975.87,,,
IRN,TUR,14516.44,,,
IRN,ITA,8988.85,,,
IRN,IRQ,8639.04,,,
IRN,CHE,5930.02,,,
IRN,ESP,5388.35,,,
IRN,BEL,5290.94,,,
IRN,JPN,5224.58,,,
IRN,GRC,4279.85,,,
IRN,FIN,4015.39,,,
IRN,NZL,3055.07,,,
IRN,IND,1774.41,,,
IRN,KAZ,1441.52,,,
IRN,PHL,1214.85,,,
IRN,CYP,1060.12,,,
IRN,IRL,952.51,,,
IRN,JOR,780.62,,,
IRN,MAC,539.39,,,
IRN,GEO,455.10,,,
IRN,HUN,393.35,,,
IRN,ECU,264.19,,,
IRN,PRT,255.22,,,
IRN,FSM,248.57,,,
IRN,CZE,190.92,,,
IRN,POL,159.91,,,
IRN,CHL,142.20,,,
IRN,SVK,128.41,,,
IRN,VEN,109.25,,,
IRN,DOM,103.81,,,
IRN,PAN,89.91,,,
IRN,URY,82.29,,,
IRN,BOL,58.68,,,
IRN,ISL,44.66,,,
IRN,NIC,32.36,,,
IRN,PRY,24.39,,,
IRN,BLZ,23.22,,,
IRN,VCT,22.35,,,
IRN,PER,15.11,,,
IRN,CYM,14.68,,,
IRN,GTM,14.28,,,
IRN,LUX,13.26,,,
IRN,HND,6.96,,,
IRQ,IRN,379356.07,,,
IRQ,JOR,303791.11,,,
IRQ,DEU,115791.99,,,
IRQ,ISR,111935.29,,,
IRQ,SWE,103727.84,,,
IRQ,USA,102941.74,,,
IRQ,GBR,66611.89,,,
IRQ,AUS,41308.86,,,
IRQ,CAN,39050.34,,,
IRQ,NLD,35732.43,,,
IRQ,YEM,33441.83,,,
IRQ,DNK,27057.02,,,
IRQ,EGY,23750.26,,,
IRQ,NOR,21361.23,,,
IRQ,TUR,9958.84,,,
IRQ,NZL,6589.24,,,
IRQ,FIN,5341.22,,,
IRQ,CHE,4164.71,,,
IRQ,FRA,4103.24,,,
IRQ,AUT,4052.72,,,
IRQ,GRC,2636.19,,,
IRQ,ITA,2373.01,,,
IRQ,ESP,1869.01,,,
IRQ,BHR,1747.61,,,
IRQ,BEL,1392.07,,,
IRQ,IRL,1199.62,,,
IRQ,ROM,1016.92,,,
IRQ,HUN,655.59,,,
IRQ,IND,518.31,,,
IRQ,SDN,473.90,,,
IRQ,POL,415.76,,,
IRQ,CYP,275.56,,,
IRQ,CZE,267.70,,,
IRQ,MUS,145.96,,,
IRQ,JPN,102.17,,,
IRQ,PRT,77.55,,,
IRQ,FSM,59.54,,,
IRQ,SVK,56.65,,,
IRQ,MAC,50.23,,,
IRQ,ECU,49.53,,,
IRQ,CHL,39.41,,,
IRQ,ISL,32.48,,,
IRQ,PHL,30.99,,,
IRQ,PAN,22.11,,,
IRQ,VEN,9.93,,,
IRQ,GTM,9.52,,,
IRQ,DOM,9.03,,,
IRQ,BOL,8.38,,,
IRQ,PER,7.92,,,
IRQ,NIC,6.16,,,
IRQ,VCT,6.10,,,
IRQ,URY,5.20,,,
IRQ,BLZ,2.73,,,
IRQ,LUX,2.53,,,
IRQ,PRY,1.88,,,
ISL,USA,12120.30,,,
ISL,DNK,9565.32,,,
ISL,NOR,5731.91,,,
ISL,SWE,4618.84,,,
ISL,DEU,2213.10,,,
ISL,GBR,2055.72,,,
ISL,ESP,1399.45,,,
ISL,AUS,630.67,,,
ISL,CAN,616.98,,,
ISL,NLD,400.42,,,
ISL,FRA,379.34,,,
ISL,MAC,369.56,,,
ISL,BEL,218.68,,,
ISL,FIN,205.99,,,
ISL,ITA,183.34,,,
ISL,AUT,176.43,,,
ISL,CHE,169.46,,,
ISL,NZL,131.26,,,
ISL,IRL,123.56,,,
ISL,PHL,72.83,,,
ISL,HUN,69.42,,,
ISL,JPN,49.57,,,
ISL,TUR,48.18,,,
ISL,PRT,47.94,,,
ISL,POL,43.76,,,
ISL,GRC,35.50,,,
ISL,CYP,29.84,,,
ISL,ECU,26.42,,,
ISL,FSM,23.82,,,
ISL,DOM,22.57,,,
ISL,CZE,20.20,,,
ISL,CHL,18.85,,,
ISL,PER,14.39,,,
ISL,FRO,11.50,,,
ISL,PAN,10.32,,,
ISL,SVK,5.04,,,
ISL,BOL,5.03,,,
ISL,LUX,3.79,,,
ISL,VEN,2.98,,,
ISL,LTU,1.11,,,
ISR,PSE,655813.84,,,
ISR,USA,149039.48,,,
ISR,CAN,24819.00,,,
ISR,DEU,14078.66,,,
ISR,GBR,13530.54,,,
ISR,JOR,12921.96,,,
ISR,AUS,10195.83,,,
ISR,FRA,8719.10,,,
ISR,NLD,5206.45,,,
ISR,BEL,3804.19,,,
ISR,TUR,3047.37,,,
ISR,ITA,3032.26,,,
ISR,ESP,2971.54,,,
ISR,CHE,2219.83,,,
ISR,SWE,2185.19,,,
ISR,AUT,2166.85,,,
ISR,DNK,2004.24,,,
ISR,BRA,1790.92,,,
ISR,FSM,1464.63,,,
ISR,NOR,1019.56,,,
ISR,GEO,972.25,,,
ISR,NZL,925.38,,,
ISR,CHL,896.05,,,
ISR,SVK,817.67,,,
ISR,PAN,810.65,,,
ISR,FIN,798.23,,,
ISR,JPN,757.64,,,
ISR,GRC,751.23,,,
ISR,ECU,713.30,,,
ISR,PHL,691.10,,,
ISR,LBN,665.73,,,
ISR,HUN,662.34,,,
ISR,IRL,651.48,,,
ISR,VEN,451.88,,,
ISR,POL,417.89,,,
ISR,COL,376.08,,,
ISR,CYP,338.75,,,
ISR,DOM,275.32,,,
ISR,URY,241.67,,,
ISR,PER,216.60,,,
ISR,CZE,142.43,,,
ISR,PRT,136.78,,,
ISR,BOL,112.33,,,
ISR,GTM,102.34,,,
ISR,ALB,100.36,,,
ISR,MAC,89.70,,,
ISR,HND,55.69,,,
ISR,ISL,40.60,,,
ISR,PRY,19.70,,,
ISR,NIC,18.49,,,
ISR,CYM,17.62,,,
ISR,LUX,16.41,,,
ISR,BHS,9.78,,,
ISR,BLZ,2.73,,,
ISR,VCT,2.03,,,
ITA,DEU,842665.56,,,
ITA,FRA,450393.83,,,
ITA,USA,400484.40,,,
ITA,CAN,345568.44,,,
ITA,CHE,263320.41,,,
ITA,AUS,236606.22,,,
ITA,ARG,205026.23,,,
ITA,BEL,129769.16,,,
ITA,GBR,108244.32,,,
ITA,ESP,93786.34,,,
ITA,BRA,55369.60,,,
ITA,VEN,48920.01,,,
ITA,AUT,30963.14,,,
ITA,NLD,18330.20,,,
ITA,MAC,14655.66,,,
ITA,SMR,11419.75,,,
ITA,DOM,10444.13,,,
ITA,URY,8829.89,,,
ITA,IRL,8519.88,,,
ITA,SWE,7979.65,,,
ITA,CHL,6731.48,,,
ITA,GRC,6637.99,,,
ITA,MNG,5826.87,,,
ITA,FSM,5553.38,,,
ITA,ECU,5267.22,,,
ITA,DNK,4801.82,,,
ITA,POL,3547.82,,,
ITA,TUR,3186.29,,,
ITA,HUN,2863.38,,,
ITA,PRT,2760.93,,,
ITA,JOR,2538.92,,,
ITA,ROM,2513.54,,,
ITA,JPN,2400.38,,,
ITA,EGY,2320.75,,,
ITA,COL,2256.49,,,
ITA,NOR,2190.37,,,
ITA,HRV,1990.94,,,
ITA,PER,1902.59,,,
ITA,THA,1748.89,,,
ITA,NZL,1683.41,,,
ITA,FIN,1640.02,,,
ITA,TUN,1435.54,,,
ITA,SVN,1422.71,,,
ITA,PHL,1270.63,,,
ITA,BOL,1230.57,,,
ITA,LTU,1138.61,,,
ITA,TZA,1083.32,,,
ITA,MYT,1076.22,,,
ITA,CZE,1045.53,,,
ITA,SVK,1019.72,,,
ITA,PAN,838.65,,,
ITA,MHL,710.50,,,
ITA,PRY,477.57,,,
ITA,CYP,426.51,,,
ITA,GEO,330.98,,,
ITA,CPV,330.28,,,
ITA,MWI,288.29,,,
ITA,GTM,286.78,,,
ITA,SLV,269.74,,,
ITA,ISL,257.79,,,
ITA,NIC,229.60,,,
ITA,CUB,216.70,,,
ITA,AND,211.64,,,
ITA,HND,161.85,,,
ITA,LBY,134.67,,,
ITA,CYM,111.58,,,
ITA,MUS,94.68,,,
ITA,ANT,91.32,,,
ITA,BHS,87.14,,,
ITA,KHM,76.05,,,
ITA,ALB,72.86,,,
ITA,LKA,30.68,,,
ITA,LUX,22.10,,,
ITA,BLZ,16.39,,,
ITA,ATG,12.42,,,
ITA,BIH,9.36,,,
ITA,LCA,7.87,,,
JAM,USA,649045.98,,,
JAM,GBR,158203.23,,,
JAM,CAN,143675.45,,,
JAM,CYM,14179.05,,,
JAM,BHS,3484.65,,,
JAM,ATG,2957.66,,,
JAM,DEU,1928.72,,,
JAM,ANT,1736.16,,,
JAM,AUS,1051.12,,,
JAM,BRB,809.09,,,
JAM,NLD,807.85,,,
JAM,PAN,787.06,,,
JAM,DOM,627.37,,,
JAM,CHE,545.42,,,
JAM,BLZ,501.32,,,
JAM,HTI,501.18,,,
JAM,FRA,461.36,,,
JAM,VGB,385.31,,,
JAM,ESP,362.15,,,
JAM,IRL,321.25,,,
JAM,BEL,318.68,,,
JAM,CUB,288.93,,,
JAM,SWE,259.36,,,
JAM,JPN,245.80,,,
JAM,NZL,187.05,,,
JAM,ITA,179.44,,,
JAM,DNK,178.18,,,
JAM,KNA,168.77,,,
JAM,VCT,162.55,,,
JAM,NOR,149.81,,,
JAM,FSM,122.05,,,
JAM,VEN,114.21,,,
JAM,LCA,102.35,,,
JAM,GRC,65.32,,,
JAM,FIN,60.08,,,
JAM,BRA,57.35,,,
JAM,ECU,52.84,,,
JAM,NIC,47.77,,,
JAM,PRT,38.07,,,
JAM,CHL,37.69,,,
JAM,TUR,24.65,,,
JAM,HUN,17.35,,,
JAM,HND,16.53,,,
JAM,CYP,15.80,,,
JAM,MAC,11.96,,,
JAM,GTM,8.33,,,
JAM,CZE,5.05,,,
JAM,BOL,3.35,,,
JAM,POL,3.20,,,
JAM,PER,2.88,,,
JAM,SVK,2.52,,,
JAM,PRY,1.88,,,
JOR,PSE,369088.08,,,
JOR,SAU,172266.42,,,
JOR,USA,72286.38,,,
JOR,DEU,15674.39,,,
JOR,OMN,11642.31,,,
JOR,CAN,8661.04,,,
JOR,EGY,7078.41,,,
JOR,AUS,4835.13,,,
JOR,GBR,4126.00,,,
JOR,ITA,3718.81,,,
JOR,IRQ,3547.72,,,
JOR,ESP,2367.33,,,
JOR,SWE,1590.11,,,
JOR,DNK,1334.37,,,
JOR,TUR,1006.08,,,
JOR,GRC,967.08,,,
JOR,FRA,959.17,,,
JOR,NLD,871.91,,,
JOR,BEL,622.70,,,
JOR,AUT,543.67,,,
JOR,SDN,430.46,,,
JOR,CYP,389.65,,,
JOR,BHR,385.98,,,
JOR,NZL,380.65,,,
JOR,CHE,354.63,,,
JOR,IRL,334.73,,,
JOR,HUN,261.27,,,
JOR,FIN,240.33,,,
JOR,VEN,228.42,,,
JOR,NOR,191.98,,,
JOR,POL,173.77,,,
JOR,JPN,171.96,,,
JOR,CHL,157.62,,,
JOR,COL,143.41,,,
JOR,PAN,123.81,,,
JOR,CZE,103.04,,,
JOR,ECU,99.07,,,
JOR,SVK,92.53,,,
JOR,PER,68.36,,,
JOR,FSM,64.00,,,
JOR,PHL,63.53,,,
JOR,DOM,54.16,,,
JOR,HND,25.24,,,
JOR,ISL,22.33,,,
JOR,BOL,21.79,,,
JOR,NIC,16.95,,,
JOR,PRT,16.92,,,
JOR,PRY,12.20,,,
JOR,URY,8.66,,,
JOR,MAC,7.18,,,
JOR,LUX,5.68,,,
JOR,VCT,2.03,,,
JPN,USA,340393.08,,,
JPN,BRA,71367.14,,,
JPN,DEU,48216.76,,,
JPN,AUS,47510.44,,,
JPN,GBR,32265.13,,,
JPN,THA,26501.80,,,
JPN,CAN,25267.18,,,
JPN,FRA,22258.22,,,
JPN,MDV,19594.74,,,
JPN,KOR,12320.15,,,
JPN,NZL,10471.25,,,
JPN,ITA,9179.99,,,
JPN,PHL,7780.28,,,
JPN,ESP,6223.88,,,
JPN,NLD,6076.36,,,
JPN,BEL,5133.59,,,
JPN,CHE,4924.48,,,
JPN,ARG,4496.58,,,
JPN,FSM,4340.30,,,
JPN,SWE,3032.36,,,
JPN,GUM,2613.66,,,
JPN,AUT,2557.62,,,
JPN,BOL,2325.33,,,
JPN,TUR,2244.07,,,
JPN,PRY,2061.34,,,
JPN,DOM,1873.08,,,
JPN,DNK,1827.39,,,
JPN,IRL,1608.48,,,
JPN,PER,1530.56,,,
JPN,NOR,1355.53,,,
JPN,CHL,1353.49,,,
JPN,GRC,1263.54,,,
JPN,FIN,1145.34,,,
JPN,MNP,1100.90,,,
JPN,ECU,1007.21,,,
JPN,JOR,856.41,,,
JPN,IND,744.85,,,
JPN,KHM,596.89,,,
JPN,COL,579.67,,,
JPN,PAN,487.86,,,
JPN,VEN,423.08,,,
JPN,PRT,394.82,,,
JPN,EGY,348.43,,,
JPN,MAC,345.64,,,
JPN,ZMB,332.68,,,
JPN,POL,329.41,,,
JPN,ANT,295.02,,,
JPN,HUN,279.59,,,
JPN,PLW,265.46,,,
JPN,CZE,194.96,,,
JPN,SVK,180.03,,,
JPN,PNG,176.05,,,
JPN,URY,172.37,,,
JPN,BRN,167.43,,,
JPN,SLB,166.66,,,
JPN,GTM,115.43,,,
JPN,BTN,107.83,,,
JPN,ISL,105.55,,,
JPN,WSM,97.65,,,
JPN,HND,86.15,,,
JPN,LKA,83.27,,,
JPN,MRT,79.90,,,
JPN,CYP,75.47,,,
JPN,NIC,66.26,,,
JPN,MWI,65.32,,,
JPN,MYT,59.15,,,
JPN,BHS,36.46,,,
JPN,CYM,29.36,,,
JPN,ATG,23.06,,,
JPN,TON,14.04,,,
JPN,BLZ,9.56,,,
JPN,LUX,7.58,,,
KAZ,RUS,2648315.29,,,
KAZ,UKR,249886.09,,,
KAZ,UZB,197772.74,,,
KAZ,ISR,79270.40,,,
KAZ,DEU,75069.98,,,
KAZ,TKM,18766.12,,,
KAZ,USA,11906.45,,,
KAZ,LBN,11074.85,,,
KAZ,CAN,7473.64,,,
KAZ,LAO,6206.34,,,
KAZ,TUR,5597.29,,,
KAZ,LUX,4142.23,,,
KAZ,POL,3998.76,,,
KAZ,GRC,3222.19,,,
KAZ,IND,2293.61,,,
KAZ,CZE,1864.79,,,
KAZ,ARM,1479.62,,,
KAZ,ITA,1170.25,,,
KAZ,GBR,1166.94,,,
KAZ,KOR,1067.28,,,
KAZ,AUS,840.89,,,
KAZ,MSR,742.37,,,
KAZ,BLR,738.47,,,
KAZ,SWE,633.86,,,
KAZ,ESP,514.63,,,
KAZ,IRL,494.23,,,
KAZ,GEO,455.10,,,
KAZ,FRA,404.40,,,
KAZ,FIN,350.19,,,
KAZ,NLD,343.98,,,
KAZ,BEL,333.35,,,
KAZ,NOR,292.34,,,
KAZ,CHE,283.93,,,
KAZ,EGY,278.74,,,
KAZ,NZL,262.52,,,
KAZ,ARG,223.27,,,
KAZ,CYP,210.62,,,
KAZ,HUN,188.00,,,
KAZ,JPN,169.94,,,
KAZ,SVK,164.29,,,
KAZ,PRT,131.14,,,
KAZ,DNK,88.42,,,
KAZ,COG,54.05,,,
